"Brand.Name","Generic.Name","Drug.Uses","key","Med_Cat","Med_Sub_Cat","Term_Matched"
"DEMEROL","MEPERIDINE HCL/PF","Meperidine is used to help relieve moderate to severe pain. It may also be used before and during surgery or other procedures. Meperidine belongs to a class of drugs known as opioid (narcotic) analgesics and is similar to morphine. It works in the brain to change how your body feels and responds to pain. Meperidine should not be used to treat long-term or ongoing pain. It should only be used to treat sudden episodes of moderate to severe pain. See also Precautions section.","DEMEROL_MEPERIDINE HCL/PF","Pain_Management","General_Pain","analgesic"
"DEMSER","METYROSINE","This medication is used to treat high blood pressure in people with a certain adrenal gland tumor (pheochromocytoma). Metyrosine is used to prevent high blood pressure before and immediately after surgery to remove the tumor. It is also used long-term in people who cannot have the surgery. It is not used for other kinds of high blood pressure. Metyrosine prevents the tumor from making certain natural substances (catecholamines) that raise the blood pressure and make the heart beat faster. Lowering the amount of catecholamines lessens the risk of a very serious attack of high blood pressure (hypertensive crisis).","DEMSER_METYROSINE","Urology","Kidney_Renal","renal"
"DENAVIR","PENCICLOVIR","This medication is used to treat ""cold sores/fever blisters"" (herpes labialis). It can speed up healing of the sores and decrease symptoms (such as tingling, pain, burning, itching). Penciclovir belongs to a class of medications known as antivirals. It works by stopping the growth of the virus. This medication does not cure herpes, and it does not prevent passing the infection to someone else. It does not prevent future occurrences.","DENAVIR_PENCICLOVIR","Infectious_Disease","General_Infection","viral"
"DENTA 5000 PLUS","FLUORIDE (SODIUM)","Sodium fluoride makes teeth more resistant to decay and bacteria that cause cavities. This medication is used to prevent cavities.","DENTA 5000 PLUS_FLUORIDE (SODIUM)","Otorhinolaryngology","General_ENT","ent"
"DENTA 5000 PLUS","SODIUM FLUORIDE","Sodium fluoride makes teeth more resistant to decay and bacteria that cause cavities. This medication is used to prevent cavities.","DENTA 5000 PLUS_SODIUM FLUORIDE","Otorhinolaryngology","General_ENT","ent"
"DENTAGEL","FLUORIDE (SODIUM)","This medication is used to prevent cavities. It makes teeth stronger and more resistant to decay caused by acid and bacteria.","DENTAGEL_FLUORIDE (SODIUM)","Otorhinolaryngology","General_ENT","ent"
"DENTAGEL","SODIUM FLUORIDE","This medication is used to prevent cavities. It makes teeth stronger and more resistant to decay caused by acid and bacteria.","DENTAGEL_SODIUM FLUORIDE","Otorhinolaryngology","General_ENT","ent"
"DEPACON","VALPROIC ACID (AS SODIUM SALT)","Missing","DEPACON_VALPROIC ACID (AS SODIUM SALT)","Missing","Missing","missing"
"DEPAKENE","VALPROIC ACID","This medication is used to treat seizure disorders, mental/mood conditions (such as manic phase of bipolar disorder), and to prevent migraine headaches. It works by restoring the balance of certain natural substances (neurotransmitters) in the brain.","DEPAKENE_VALPROIC ACID","Neurology","Seizure_Disorders","seizure"
"DEPAKENE","VALPROIC ACID (AS SODIUM SALT)","This medication is used to treat seizure disorders, mental/mood conditions (such as manic phase of bipolar disorder), and to prevent migraine headaches. It works by restoring the balance of certain natural substances (neurotransmitters) in the brain.","DEPAKENE_VALPROIC ACID (AS SODIUM SALT)","Neurology","Seizure_Disorders","seizure"
"DEPAKOTE ER","DIVALPROEX SODIUM","This medication is used to treat seizure disorders, mental/mood conditions (such as manic phase of bipolar disorder), and to prevent migraine headaches. It works by restoring the balance of certain natural substances (neurotransmitters) in the brain.","DEPAKOTE ER_DIVALPROEX SODIUM","Neurology","Seizure_Disorders","seizure"
"DEPAKOTE SPRINKLE","DIVALPROEX SODIUM","This medication is used to treat seizure disorders, mental/mood conditions (such as manic phase of bipolar disorder), and to prevent migraine headaches. It works by restoring the balance of certain natural substances (neurotransmitters) in the brain.","DEPAKOTE SPRINKLE_DIVALPROEX SODIUM","Neurology","Seizure_Disorders","seizure"
"DEPAKOTE","DIVALPROEX SODIUM","This medication is used to treat seizure disorders, certain psychiatric conditions (manic phase of bipolar disorder), and to prevent migraine headaches. It works by restoring the balance of certain natural substances (neurotransmitters) in the brain.","DEPAKOTE_DIVALPROEX SODIUM","Neurology","Seizure_Disorders","seizure"
"DEPEN","PENICILLAMINE","This medication is used to treat rheumatoid arthritis, Wilson's disease (a condition in which high levels of copper in the body cause damage to the liver, brain, and other organs), and a certain disorder which causes kidney stones (cystinuria). For the treatment of rheumatoid arthritis, penicillamine is known as a disease-modifying antirheumatic drug (DMARD). It helps to decrease pain/tenderness/swelling in the joints. For the treatment of Wilson's disease, penicillamine binds to copper and helps it to be removed from the body. Decreasing copper levels helps to improve liver function and the mental/mood/nerve problems (such as confusion, difficulty speaking/walking) caused by the disease. For the treatment of cystinuria, penicillamine helps to decrease the amount of a certain substance (cystine) in the urine which can cause kidney stones.","DEPEN_PENICILLAMINE","Gastroenterology","Liver","liver"
"DEPO-ESTRADIOL","ESTRADIOL CYPIONATE","This medication is a female hormone (estrogen). It is used by women to help reduce symptoms of menopause (such as hot flashes, vaginal dryness). These symptoms are caused by the body making less estrogen. If you are using this medication to treat symptoms only in and around the vagina, products applied directly inside the vagina should be considered before medications that are taken by mouth, absorbed through the skin, or injected. This medication may also be used by women who are not able to produce enough estrogen (for example, due to hypogonadism, primary ovarian failure).","DEPO-ESTRADIOL_ESTRADIOL CYPIONATE","Dermatology","General_Skin","skin"
"DEPO-MEDROL","METHYLPREDNISOLONE ACETATE","Methylprednisolone is used to treat pain and swelling that occurs with arthritis and other joint disorders. This medication may also be used to treat various conditions such as blood disorders, severe allergic reactions, certain cancers, eye conditions, skin/intestinal/kidney/lung diseases, and immune system disorders. It decreases your immune system's response to these conditions and reduces symptoms such as swelling, pain, and allergic-type reactions. Talk to your doctor about the risks and benefits of methylprednisolone, especially if it is to be injected near your spine (epidural). Rare but serious side effects may occur with epidural use. Methylprednisolone is a corticosteroid hormone. Methylprednisolone may also be used with other medications in hormone disorders.","DEPO-MEDROL_METHYLPREDNISOLONE ACETATE","Orthopedics","Musculoskeletal","joint"
"DEPO-PROVERA","MEDROXYPROGESTERONE ACETATE","This medication is used to treat certain types of cancer (such as uterine cancer, kidney cancer). Medroxyprogesterone is like a natural hormone called progesterone made by the body. It is usually used with or after other treatments (such as radiation, surgery). Medroxyprogesterone may prevent or slow the worsening of the cancer and decrease pain and other symptoms.","DEPO-PROVERA_MEDROXYPROGESTERONE ACETATE","Urology","Kidney_Renal","kidney"
"DEPO-SUBQ PROVERA 104","MEDROXYPROGESTERONE ACETATE","This medication is used to prevent pregnancy. Medroxyprogesterone is like a natural hormone made by the body. It works mainly by preventing the growth and release of an egg (ovulation) during your menstrual cycle. It also makes vaginal fluid thicker to help prevent sperm from reaching an egg (fertilization) and changes the lining of the uterus (womb) to prevent attachment of a fertilized egg. Medroxyprogesterone is also used to treat endometriosis. It works by lowering the amount of certain hormones in the body and decreasing the growth of abnormal tissues that cause endometriosis. This helps reduce pain and other symptoms. Using this medication does not protect you or your partner against sexually transmitted diseases (such as HIV, gonorrhea, chlamydia).","DEPO-SUBQ PROVERA 104_MEDROXYPROGESTERONE ACETATE","Infectious_Disease","HIV_AIDS","hiv"
"DEPO-TESTOSTERONE","TESTOSTERONE CYPIONATE","This medication is used in men who do not make enough of a natural substance called testosterone. In males, testosterone is responsible for many normal functions, including growth and development of the genitals, muscles, and bones. It also helps cause normal sexual development (puberty) in boys. Testosterone belongs to a class of drugs known as androgens. It works by affecting many body systems so that the body can develop and function normally. Testosterone may also be used in certain adolescent boys to cause puberty in those with delayed puberty. It may also be used to treat certain types of breast cancer in women.","DEPO-TESTOSTERONE_TESTOSTERONE CYPIONATE","Orthopedics","Musculoskeletal","bone"
